ascore,category,description,ein,tot_exp,fund_eff,fscore,NAME,tot_rev,score,state,size,CITY,ZIP,STATUS,impact_score,impact_efficiency,INCOME_AMT,REVENUE_AMT
89.0,Human Services,"Through the discipline of rowing and rigorous academic support, Row New York transforms the lives of New Yorkers, regardless of background or ability. Row New York began in 2002 with the simple idea that competitive rowing paired with rigorous academic support for underserved youth could change the trajectory of their teen years and beyond. We have since taught thousands of young people the sport of rowing, and through it the values of tenacity, focus, teamwork, and confidence. Nearly 100% of our graduates go on to higher learning, most on scholarship. And virtually all our student-athletes report an improved lifestyle and newfound pride and purpose.",11-3632924,2536743.0,0.13,92.05,ROW NEW YORK,3289517.0,90.4,NY,small,LONG ISLAND CITY,11101-5245,1,High,1.4017211266473727e-06,2210826.0,2140226.0
100.0,Health,"Established in 1991, the Roswell Park Alliance Foundation manages all donations made to Roswell Park Comprehensive Cancer Center. Since its inception, over $396 million has been raised to benefit the Cancer Center's research, education and patient care programs. Founded in 1898, Roswell Park is America's first cancer center and it is the only National Cancer Institute-designated comprehensive cancer center in Upstate New York. Over its long history, Roswell Park has made fundamental contributions to reducing the global cancer burden and sets itself apart as a leader in transplant and cellular therapies, robotic surgery training programs, personalized medicine, cancer vaccines and immunotherapy.",16-1391608,20082219.0,0.15,93.82,ROSWELL PARK ALLIANCE FOUNDATION,23494809.0,95.63,NY,big,BUFFALO,14263-0001,1,High,1.2635561676408826e-07,39654520.0,23742514.0
89.0,"Arts, Culture, Humanities","Founded in 1912, The Rochester Museum & Science Center (RMSC) stimulates broad community interest and understanding of science and technology, and their impact—past, present, future—on our lives. The RMSC continues to inspire our community by serving as the area's resource for informal science, technology, engineering and math (STEM) education; providing more than 200 hands-on exhibits that promote inquiry-based learning; and investing in our area's future through our preschool, science day camps and workforce preparation and visitation assistance programs.",16-0794131,7541594.0,0.08,90.08,ROCHESTER MUSEUM AND SCIENCE CENTER,9360622.0,89.52,NY,mid,ROCHESTER,14607-2101,1,High,4.976986414817882e-07,11900153.0,6027744.0
92.0,Community Development,"Since 1988, the Robin Hood Foundation has targeted poverty in New York City. By applying sound investment principles to philanthropy, we've helped the best programs save lives and change fates. Robin Hood's work comes in many forms. We partner with more than 240 of the best poverty-fighting nonprofit organizations in New York City. We initiate and run projects when we see unmet community needs. And we created and operate a 9/11 Relief Fund. While there is great diversity among these programs, they all have one thing in common: They work.",13-3441066,209989218.0,0.05,98.64,ROBIN HOOD FOUNDATION,171693929.0,94.26,NY,big,NEW YORK,10003-4826,1,High,1.6219682493876096e-08,201069360.0,184960460.0
100.0,Animals,"The Rhode Island Zoological Society works to secure the public and private sector support needed by Roger Williams Park Zoo to continue to develop new world-class exhibits, make significant contributions to conservation and serve the community as a valuable source of environmental education, recreation and economic development.",05-6016675,9389910.0,0.1,82.32,RHODE ISLAND ZOOLOGICAL SOCIETY,9254463.0,87.49,RI,mid,PROVIDENCE,02907-3655,1,High,3.235068487478236e-07,10102752.0,9273374.0
97.0,"Arts, Culture, Humanities","Rhode Island Public Radio works to quality journalism and compelling storytelling that informs, educates, and inspires the community. Rhode Island Public Radio is an independent, member supported, nonprofit organization with a local Board of Directors. Our offices and studios are in downtown Providence.",05-0498502,3175646.0,0.23,78.2,RHODE ISLAND PUBLIC RADIO,5618701.0,84.43,RI,small,PROVIDENCE,02903-1758,1,High,1.075903947599174e-06,2840460.0,2788353.0
85.0,"Arts, Culture, Humanities","The Rhode Island Philharmonic Orchestra & Music School seeks to enrich and transform Rhode Island and our region through great music performance and education. The Rhode Island Philharmonic Orchestra & Music School is truly one of the cultural jewels of Southeastern New England. As a non-profit arts and education organization, we are committed to providing the community with access to exceptional classical music and music instruction.",05-0267451,5552169.0,0.08,84.84,RHODE ISLAND PHILHARMONIC ORCHESTRA & MUSIC SCHOOL,4938175.0,84.91,RI,mid,E PROVIDENCE,02914-1712,1,High,3.9339613771539924e-07,8601851.0,7625901.0
81.0,"Arts, Culture, Humanities","The Rhode Island Historical Society, believing that a sense of history is fundamental to understanding human experience, collects, preserves, and shares materials from Rhode Island's past, so that present and future generations can comprehend more fully their predecessors, their communities, and themselves. Pursuing the highest standards of collection, preservation, presentation, and management, the Society encourages and assists people of all backgrounds and interests to learn more about Rhode Island's varied history.",05-0259110,2221741.0,0.05,77.05,RHODE ISLAND HISTORICAL SOCIETY,6520752.0,78.93,RI,small,PROVIDENCE,02906-3152,1,High,2.263930530537027e-06,8123837.0,1325129.0
100.0,Human Services,"Restoration Ministries' mission is to restore hope to people while bringing lasting change to the community. We have youth development programs for at-risk, underprivileged youth. These programs include Homework Help & Tutoring, Kids Cafe, Bread for the Head Reading Program, Chess Club, the Harvey Boxing Club, a visual and performing arts center, and Summer Day Camp. We also operate two free Christian-based 18-month residential programs for men and women with histories of addiction, and a food pantry and assistance programs for families, individuals and senior citizens struggling in poverty. In addition, we have two thrift stores that provide revenue for our organization and job training and employment for residents of our recovery programs.",36-3552070,2526753.0,0.06,89.08,RESTORATION MINISTRIES,2384739.0,92.27,IL,small,BARRINGTON,02806-4001,1,Low,1.0,0.0,0.0
100.0,Human Services,"Restoration Ministries' mission is to restore hope to people while bringing lasting change to the community. We have youth development programs for at-risk, underprivileged youth. These programs include Homework Help & Tutoring, Kids Cafe, Bread for the Head Reading Program, Chess Club, the Harvey Boxing Club, a visual and performing arts center, and Summer Day Camp. We also operate two free Christian-based 18-month residential programs for men and women with histories of addiction, and a food pantry and assistance programs for families, individuals and senior citizens struggling in poverty. In addition, we have two thrift stores that provide revenue for our organization and job training and employment for residents of our recovery programs.",36-3552070,2526753.0,0.06,89.08,RESTORATION MINISTRIES,2384739.0,92.27,IL,small,FLORAL PARK,11001-1140,1,Low,1.0,,0.0
100.0,Human Services,"Founded in 1915, the Rescue Mission of Trenton, New Jersey, is the agency in the City of Trenton that serves the truly needy men and women who have no place to turn for shelter, food, and clothing. The Mission provides a safe, clean, warm refuge for the homeless, the hungry, the transient, and the addicted. The Mission provides services and counseling to encourage individuals to reach their greatest potential and creates an environment where one can live with dignity, build self-esteem, experience love, responsibility, and hope. The belief in the intrinsic worth of each individual continues to motivate the Rescue Mission of Trenton to provide the highest quality care and to offer support, encouragement, and a sense of dignity to all who enter through its doors.",21-0656182,5128473.0,0.01,87.17,RESCUE MISSION OF TRENTON,6003809.0,90.92,NJ,mid,TRENTON,08605-0790,1,High,6.75811751285056e-07,6072000.0,4439106.0
89.0,Human Services,"RHI believes that social change to overcome systemic inequities begins with empowered youth. In partnership with community adults, we nurture young people in Red Hook to be inspired, resilient, and healthy, and to envision themselves as co-creators of their lives, community and society. RHI has three programs that we have strategically designed to support young people through their middle school, high school, and young adult years. Our fourth program focuses on building a healthy and sustainable Red Hook community. We envision a Red Hook where all young people can pursue their dreams and grow into independent adults who contribute to their families and community.",20-3904662,3007954.0,0.1,91.44,RED HOOK INITIATIVE,4022056.0,90.14,NY,small,BROOKLYN,11231-2505,1,High,1.8788563526638424e-06,1596716.0,1596716.0
89.0,International,Vision: People and the environment thriving in a healthy balance.,43-2023182,1474478.0,0.11,68.25,SUSTAINABLE HARVEST INTERNATIONAL,1313294.0,76.24,ME,small,ELLSWORTH,04605-1918,1,High,1.967134429376924e-06,1542870.0,1525061.0
100.0,Health,"The Sunshine Foundation is the original wish granting organization founded in 1976. Sunshine answers the dreams of seriously ill, physically challenged and abused children, ages 3-18 from all over the country. We have answered 32,000 dreams for children since our inception. The Sunshine Foundation's Dream Village has nine fairytale themed cottages set on 22 acres in Central Florida. This is where most of our families stay when they visit Central Florida locations. The village offers for the family a quiet and relaxing atmosphere where they can enjoy a handicapped equipped playground, wheelchair accessible pool, a miniature golf course and many other amenities to make their stay truly a dream vacation.",23-2044056,1149331.0,0.13,78.34,SUNSHINE FOUNDATION,946919.0,84.68,PA,small,WOODBURY,11797-2000,1,Low,1.0,4014.0,0.0
89.0,Education,"Summit Speech School, located in New Providence, New Jersey, was founded in 1967. The school is one of only 51 private oral/OPTION schools in the country and the first in New Jersey teaching children who are deaf and hard of hearing to listen and talk without the use of sign language. Using intensive speech, language and auditory training sessions, along with FM systems, their own hearing aids, and cochlear implants, the children learn to maximize their listening, language and speaking skills. Approximately 3,000 children from more than 230 communities throughout New Jersey have attended the school. It is the mission of Summit Speech School to enable children who are deaf or hard of hearing to take their place in a hearing world by providing superior educational and therapeutic support services through an auditory/oral program.",22-1829502,4019719.0,0.44,67.24,SUMMIT SPEECH SCHOOL,4005952.0,75.56,NJ,mid,NEW PROVIDENCE,07974-1151,1,High,7.054532713631826e-07,4391872.0,4252585.0
96.0,"Arts, Culture, Humanities","Founded in 1967, the mission of Strawbery Banke Museum is to promote understanding of the lives of individuals and the value of community through encounters with the history and ongoing preservation of a New England Seaport Neighborhood. Visitors to Strawbery Banke have the opportunity to experience and imagine how people lived and worked in this typical American neighborhood throughout four centuries of history. Through its restored houses, its featured exhibits, its historic landscapes and gardens, and its interpretive programs, Strawbery Banke tells the stories of the many generations who settled in the Portsmouth, NH, community from the late l7th to the mid-20th century. Annually, the Museum serves 65,000 individuals of all ages.",02-0260158,3204942.0,0.09,92.39,STRAWBERY BANKE MUSEUM,3070964.0,93.92,NH,small,PORTSMOUTH,03801-4611,1,High,7.053011847649302e-07,4445855.0,4253502.0
86.0,"Arts, Culture, Humanities","Founded in 1960, Storm King Art Center is a museum that celebrates the relationship between sculpture and nature. Five hundred acres of landscaped lawns, fields and woodlands provide the site for postwar sculptures by internationally renowned artists. The focus of Storm King Art Center's distinguished permanent collection of American and European modern sculpture is on large abstract welded steel works from the 1960s to the present, although figurative works are also on view. At Storm King, visitors are encouraged to enjoy nature as well as art, to meander on trails and discover sculptures, or to traverse the fields to walk among monumental works. Recently the Art Center has developed the North Trail and a wooded grove with sculptures, and has restored several walking paths.",14-1457573,8396023.0,0.17,93.24,STORM KING ART CENTER,8871008.0,89.0,NY,mid,NEW WINDSOR,12553-8883,1,High,2.113172205361456e-07,24463696.0,14196666.0
89.0,Education,Our Vision,13-2940671,3785092.0,0.15,73.15,STOREFRONT ACADEMY HARLEM,3057123.0,79.48,NY,mid,NEW YORK,10035-1133,1,High,7.750411934394313e-07,4971098.0,3870762.0
100.0,Human Services,"The mission of the Stephen Siller Tunnel to Towers Foundation is to honor the sacrifice of firefighter Stephen Siller, who laid down his life to save others on September 11, 2001. We also honor our military and first responders who continue to make the supreme sacrifice of life and limb for our country.",02-0554654,16641583.0,0.04,97.5,STEPHEN SILLER TUNNEL TO TOWERS FOUNDATION,18749608.0,98.23,NY,big,STATEN ISLAND,10306-3100,1,High,2.021233734121525e-07,15113370.0,14842420.0
89.0,Human Services,"Founded in 1984, STARS (Students Taking A Right Stand) is the leader in school-based Student Assistance Program services in Middle Tennessee. At STARS, we help schools tackle tough issues that threaten the emotional, psychological and academic well-being of area students issues such as substance abuse, violence, bullying, harassment, family conflicts and divorce, grief and loss, and myriad of other concerns. Through assemblies, classroom presentations, and group or individual counseling sessions, STARS assists schools in preventing and confronting these difficult challenges.",62-1285699,3850505.0,0.12,94.41,STARS,4299207.0,91.27,TN,mid,NEWFIELDS,03856-0333,1,Low,1.0,0.0,0.0
100.0,Human Services,"Since its inception in 1908, Spence-Chapin Services to Families and Children has been a leader in the field of adoption, child welfare, and permanency planning, serving some of New York City's most vulnerable children. Our mission is driven by the simple belief that every child deserves a family.",13-1834590,7266046.0,0.41,73.63,SPENCE-CHAPIN SERVICES TO FAMILIES AND CHILDREN,8210122.0,81.35,NY,mid,NEW YORK,10128-6881,1,High,6.292765899249881e-07,10923957.0,4767379.0
93.0,Environment,"Founded by a handful of concerned citizens in 1901, the Society for the Protection of New Hampshire Forests (Forest Society) is now one of the country's most effective statewide land conservation organizations. As a membership organization with over 10,000 members, the Forest Society is dedicated to protecting the state's most important landscapes while promoting the wise use of its renewable natural resources. The Forest Society envisions a living landscape where managed woodlands, farms and wild lands are woven into the fabric of community life. We envision people caring for lands that sustain dynamic communities with clean water and air, forest and agricultural products, habitat for native plants and animals, scenic beauty, good jobs, and recreational opportunities.",02-0222237,7278002.0,0.07,98.54,SOCIETY FOR THE PROTECTION OF NEW HAMPSHIRE FORESTS,11167749.0,94.94,NH,mid,CONCORD,03301-5486,1,High,3.6716690709979634e-07,11799325.0,8170671.0
100.0,Human Services,"For 29 years, The Shoreline Soup Kitchens & Pantries (SSKP) has provided food and fellowship to residents in need along the Connecticut shoreline by providing hot meals and groceries. We serve the towns of Essex, Chester, Clinton, Madison, Old Saybrook, East Lyme, Lyme, Old Lyme, Killingworth, Westbrook & Deep River. Last year 8,029 people registered at our food pantries, and our guests received enough food for 1,134,143 meals. Our pantries distributed 1,389,316 pounds of food in 2017. Home-style meals are served daily at one of our 9 meal sites. Groceries are available each week at one of our 5 pantries. When a guest attends our pantry, they receive enough food for 3 meals worth of food for 3 days for each member of their household. All of SSKP's sites are located in faith communities, and we employ only a small staff, operating with the assistance of over 900 caring volunteers.",46-3773017,1555411.0,0.05,91.3,SHORELINE SOUP KITCHENS & PANTRIES,1487391.0,93.84,CT,small,ESSEX,06426-1021,1,High,1.9718770889572912e-06,1553587.0,1521393.0
89.0,Environment,Shelburne Farms is a nonprofit organization educating for a sustainable future.,03-0229347,5255194.0,0.08,95.4,SHELBURNE FARMS,7093903.0,91.56,VT,mid,SHELBURNE,05482-0000,1,High,6.358235716753315e-07,6229701.0,4718290.0
88.0,Education,"The Shalom Hartman Institute (SHI) is a center of transformative thinking and teaching that addresses the major challenges facing the Jewish people and elevates the quality of Jewish life in Israel and around the world. A leader in sophisticated, ideas-based Jewish education for community leaders and change agents, SHI is committed to the significance of Jewish ideas, the power of applied scholarship, and the conviction that great teaching contributes to the growth and continual revitalization of the Jewish people. The Shalom Hartman Institute of North America partners with Jewish change agents-rabbis, lay leaders, scholars, educators, and professionals-to develop and implement unique models of pluralistic, in-depth, text-based teaching, scholarship, and programs that address the challenges facing contemporary North American Jewry.",13-3014387,16313890.0,0.05,100.0,THE SHALOM HARTMAN INSTITUTE OF NORTH AMERICA,20083792.0,91.51,NY,big,NEW YORK,10119-1606,1,High,2.548110015839052e-07,13634880.0,11773432.0
90.0,Education,"The SEG Foundation advances geophysics today and inspires geoscientists for tomorrow through funding innovative activities and grant programs that benefit geophysicists, their professional community, the Society of Exploration Geophysicists, and the general public. The SEG community is facing two great challenges: the first is advancing geophysics today by promoting technical innovation and providing professional support to an increasingly global community of members; the second is attracting and inspiring young geoscientists to meet society's needs tomorrow for leading edge geophysics in an even more resource hungry and environmentally concerned world.",73-1329755,2969212.0,0.15,81.46,SEG FOUNDATION,2092659.0,85.1,OK,small,BROOKLYN,11204-1220,1,Low,1.0,498140.0,0.0
90.0,Education,"The SEG Foundation advances geophysics today and inspires geoscientists for tomorrow through funding innovative activities and grant programs that benefit geophysicists, their professional community, the Society of Exploration Geophysicists, and the general public. The SEG community is facing two great challenges: the first is advancing geophysics today by promoting technical innovation and providing professional support to an increasingly global community of members; the second is attracting and inspiring young geoscientists to meet society's needs tomorrow for leading edge geophysics in an even more resource hungry and environmentally concerned world.",73-1329755,2969212.0,0.15,81.46,SEG FOUNDATION,2092659.0,85.1,OK,small,BROOKLYN,11230-3710,1,Low,1.0,1331450.0,0.0
85.0,"Arts, Culture, Humanities","Director Carole Rothman and actress Robyn Goodman founded Second Stage Theatre in 1979 to give second stagings to contemporary American plays that originally failed to find an audience due to scheduling problems, inappropriate venues or limited performance runs. Since then, Second Stage has evolved from a small theatre into an Off-Broadway institution dedicated to developing plays, artists and audiences. Second Stage Theatre gives new life to contemporary American plays through second stagings; provides emerging authors with their Off-Broadway debuts; and produces world premieres by America's most respected playwrights. Through both the production of new plays and long-term residencies that focus on artistic process rather than product, artists find a supportive environment in which to try new roles, production designs and writing techniques.",13-3021180,9254856.0,0.11,71.28,SECOND STAGE THEATRE,9519506.0,77.08,NY,mid,NEW YORK,10036-5505,1,High,1.0090620499162814e-07,30151926.0,29730580.0
100.0,Health,"The Scleroderma Foundation (SF) is the national organization for people with scleroderma and their families and friends. It was formed in 1998 by a merger between the West Coast-based United Scleroderma Foundation and the East Coast-based Scleroderma Federation. The Foundation helps patients and their families cope with scleroderma through mutual support programs, peer counseling, physician referrals, and educational information. We promote public awareness and education through patient and health professional seminars, literature, and publicity campaigns. The Foundation also stimulates and supports research to improve treatment and ultimately find the cause of and cure for scleroderma and related diseases.",52-1375827,5211320.0,0.04,95.09,SCLERODERMA FOUNDATION,5165236.0,96.52,MA,mid,DANVERS,01923-1389,1,High,6.915080961767901e-07,7960031.0,4338344.0
100.0,Health,The mission of the Samuel Waxman Cancer Research Foundation is to eradicate cancer by funding cutting-edge research that identifies and corrects abnormal gene function that causes cancer and develops minimally toxic treatments for patients.,13-3020943,2301162.0,0.17,69.47,SAMUEL WAXMAN CANCER RESEARCH FOUNDATION,2709896.0,78.41,NY,small,NEW YORK,10170-0899,1,High,1.1850241389417102e-06,3574026.0,2531594.0
92.0,International,"Safe Water Network accelerates the development of innovative, affordable solutions that ensure access to sustainable and affordable sources of safe water. We coordinate public, private and nonprofit expertise to advance the most promising and practical approaches for broad-scale global impact.",51-0570455,4401103.0,0.08,95.78,SAFE WATER NETWORK,11029877.0,93.6,NY,mid,NEW YORK,10168-0002,1,High,1.2620016355541197e-06,2392354.0,2377176.0
100.0,International,"Founded in 1999, Safe Passage works with the poorest at-risk children of families working in the Guatemala City garbage dump. Within a safe and caring environment, we provide a comprehensive and integrated program that fosters hope, good health, educational achievement, self-sufficiency, self esteem and confidence. Our primary focus is on creating opportunities and dignity through the power of education. Since its founding, Safe Passage has grown from educating 40 children to over 500. It represents a community comprised of children and their families living at the Guatemala City dump, a dedicated local Guatemalan staff, and caring sponsors and volunteers from Guatemala and around the world.",01-0532835,2200573.0,0.23,77.65,SAFE PASSAGE,1791926.0,84.19,ME,small,YARMOUTH,04096-6744,1,High,1.635343479367689e-06,2487146.0,1834477.0
89.0,Religion,"Turning Point's mission is to deliver the unchanging Word of God to an ever-changing world. We strive to promote ministry in the lives of our listeners by teaching them to reach their own circle of influence for Jesus Christ and to build up the local church by building-up the people of the local church. We are dedicated to the daily walk of our listeners and viewers by providing Bible study resources to help them grow spiritually. The ministry is broken up into several different aspects such as radio, television and monthly giving programs like the Circle of Friends. Each message that is aired, whether over the radio or television, is presented by Dr. David Jeremiah, and the resources that we provide are derived from those messages.",33-0095805,51279303.0,0.1,78.66,TURNING POINT,51805525.0,83.02,CA,big,PAWTUCKET,02860-4602,1,Medium,4.012994074814248e-06,498381.0,498381.0
96.0,"Arts, Culture, Humanities","Trinity Rep's mission is to reinvent the public square with dramatic art that stimulates, educates and engages our diverse community in a continuing dialogue. We do this through nationally recognized stage productions, a professional resident acting company, graduate training programs offered in partnership with Brown University, lifelong learning opportunities, and arts education programs that reach students in grades K-12.",22-2547262,9185193.0,0.19,87.66,TRINITY REPERTORY COMPANY,11114910.0,90.82,RI,mid,PROVIDENCE,02903-3226,1,High,3.5157128928223205e-07,8985007.0,8533120.0
85.0,Human Services,"Since 1968, Trinity Counseling Service (TCS) has been serving the clinical and counseling needs of the greater Princeton community. TCS provider that offers high quality counseling services from experienced clinicians. In 1977, TCS incorporated as an independent, not-for-profit with a strong foundation of community leaders assuming governance and oversight responsibilities for the growing organization. Since that time, many thousands of individuals, families, students, and the burgeoning immigrant population that helps make Princeton a diverse and vibrant community, have benefitted from the compassionate care and high quality therapy that are the hallmarks of TCS.",22-2185298,1386822.0,0.4,68.94,TRINITY COUNSELING SERVICE,1674346.0,75.61,NJ,small,PRINCETON,08540-6813,1,High,2.5302341900425165e-06,1239472.0,1185661.0
100.0,Education,"Tri-County Scholarship Fund provides K-12 scholarships to deserving and financially disadvantaged children in northern New Jersey so they can obtain a high quality, values-based education at accredited private elementary and secondary schools that will enable them to achieve their full potential. Scholarships are awarded annually to hundreds of students. Many families are immigrants struggling to provide their children with a quality education in a safe and disciplined environment. Since 1981, over 31,000 scholarships have been awarded representing over $26 million in Tri-County Scholarship Fund assistance.",22-2354475,1501014.0,0.14,80.79,TRI-COUNTY SCHOLARSHIP FUND,2097533.0,86.41,NJ,small,PARSIPPANY,07054-4606,1,High,1.9320062597002813e-06,1998616.0,1552790.0
100.0,Health,"Founded in 1972, The Tourette Association of America (formerly known as the Tourette Syndrome Association) has emerged as the premier national non-profit organization working to make life better for all people affected by Tourette and Tic Disorders. We do this by:
•	Raising public awareness and fostering social acceptance.
•	Working to advance scientific understanding, treatment options and care.
•	Educating professionals to better serve the needs of children, adults and families challenged by Tourette and Tic Disorders.
•	Advocating for public policies and services that promote positive school, work and social environments.
•	Providing help, hope and a supportive community across the nation.
•	Empowering our community to deal with the complexities of this spectrum of disorders.",23-7191992,5050104.0,0.2,78.58,TOURETTE ASSOCIATION OF AMERICA,6649375.0,84.85,NY,mid,BAYSIDE,11361-2201,1,Low,1.0,0.0,0.0
100.0,Health,"Founded in 1972, The Tourette Association of America (formerly known as the Tourette Syndrome Association) has emerged as the premier national non-profit organization working to make life better for all people affected by Tourette and Tic Disorders. We do this by:
•	Raising public awareness and fostering social acceptance.
•	Working to advance scientific understanding, treatment options and care.
•	Educating professionals to better serve the needs of children, adults and families challenged by Tourette and Tic Disorders.
•	Advocating for public policies and services that promote positive school, work and social environments.
•	Providing help, hope and a supportive community across the nation.
•	Empowering our community to deal with the complexities of this spectrum of disorders.",23-7191992,5050104.0,0.2,78.58,TOURETTE ASSOCIATION OF AMERICA,6649375.0,84.85,NY,mid,FAIRPORT,14450-0124,1,Low,1.0,0.0,0.0
47.0,Religion,Torah Schools for Israel supports religious education by making grants to religious schools in Israel and the United States.,13-1965385,1568096.0,0.09,91.44,TORAH SCHOOLS FOR ISRAEL,1664747.0,62.03,NY,small,BROOKLYN,11204-1075,1,High,2.0171687960124605e-06,1487233.0,1487233.0
52.0,Human Services,"Founded in 1973, Tomche Shabbos of Rockland County has been providing Shabbos and Yom Tov food packages to the destitute of our community. These packages include chicken, bread, fish, eggs, fruit & vegetables, grape juice, challah, and canned goods. Late at night, the box of food is driven to the designated locations, whereupon the box is anonymously left at the front door. Another division provides new clothing to all children of destitute families prior to Yom Tov.",13-3694712,3504634.0,0.03,97.5,TOMCHE SHABBOS OF ROCKLAND COUNTY,4017222.0,66.01,NY,mid,MONSEY,10952-0847,1,High,8.954769459460266e-07,3350170.0,3350170.0
74.0,Animals,"Founded in 1982, the Thoroughbred Retirement Foundation (TRF) works to save thoroughbred horses no longer able to compete on the racetrack from possible neglect, abuse and slaughter. The TRF is the world's largest, best known and most respected charitable organization devoted to equine rescue. The TRF is a place of hope and renewal. It is a place for thoroughbreds to go when their racing days are behind them, a place where they will be safe, healthy and well cared for. It is a place that offers a humane alternative to the dire possibilities that have long faced a great majority of ex-racers - neglect, abuse and slaughter. It is a place, built on love and caring, that is befitting such noble and deserving animals.",13-3132741,2569693.0,0.18,70.6,THOROUGHBRED RETIREMENT FOUNDATION,2324518.0,72.24,NY,small,SARATOGA SPGS,12866-6729,1,High,1.0829578177100423e-06,3389380.0,2770191.0
96.0,Human Services,"Mission: Tedford Housing works with people in their communities to find lasting solutions to the challenges of homelessness. We provide shelter, housing and services that empower adults, children and families in need.",01-0422035,1500344.0,0.07,82.37,TEDFORD HOUSING,1460602.0,87.21,ME,small,BRUNSWICK,04011-0958,1,High,2.110400687709237e-06,1421531.0,1421531.0
89.0,Education,"The mission of Teach Plus is to empower excellent, experienced teachers to take leadership over key policy and practice issues that affect their students' success. Teach Plus programs are designed to place highly effective teachers at the center of improvements in schools as leaders of their peers and outside schools influencing policy decisions that affect their classrooms. The programs develop excellent teachers into leaders who achieve change and mobilize others in their school, district, state, and across the nation to bring change to scale. Since its inception in August 2007, Teach Plus has grown to a network of more than 23,000 solutions-oriented teachers across the country.",26-3849472,7266089.0,0.04,86.19,TEACH PLUS INCORPORATED,11344523.0,87.51,MA,mid,BOSTON,02210-1642,1,High,3.584751042624841e-07,8368782.0,8368782.0
93.0,Research and Public Policy,"Founded in 1992, the Tanenbaum Center for Interreligious Understanding promotes mutual respect with practical programs that bridge religious difference and combat prejudice in areas of armed conflict, schools, workplaces, and health care settings. These practical programs, Workplace, Health Care, Education, and Conflict Resolution, build a safer, more equitable world for people of all belief systems. Today, each of Tanenbaum's programs is a leader in its field, creating innovative tools and resources to help people successfully navigate a religiously diverse world.",13-3695475,1992629.0,0.19,88.39,TANENBAUM CENTER FOR INTERRELIGIOUS UNDERSTANDING,1406197.0,90.41,NY,small,NEW YORK,10001-2813,1,High,1.042876113270251e-06,3364550.0,2876660.0
48.0,Religion,"Founded in 1974, The Talmudic Research Center of Northern New Jersey aims to conduct advanced theological seminary for Orthodox Jewish students to train them for the Rabbinate and community leadership.",22-2041389,4075452.0,0.06,97.5,TALMUDIC RESEARCH CENTER OF NORTHERN NEW JERSEY,4855617.0,63.18,NJ,mid,PASSAIC PARK,07055-4640,1,High,8.884979497909809e-07,3574343.0,3376485.0
89.0,Community Development,"The mission of the United Way of West Central Connecticut is to unite communities and create opportunities for a better life for all by funding organizations that focus on education, income and health. The United Way of West Central Connecticut strives to be a community impact organization that invests in strategies for change and focuses on community outcomes.",06-0653262,841702.0,0.1,79.34,UNITED WAY OF WEST CENTRAL CONNECTICUT,811209.0,83.44,CT,small,BRISTOL,06010-6527,1,Medium,2.25651370888491e-06,1027647.0,886323.0
100.0,Community Development,United Way of Southern Chautauqua County mobilizes the community to help people improve their lives.,16-0772743,1603667.0,0.05,97.5,UNITED WAY OF SOUTHERN CHAUTAUQUA COUNTY,1711591.0,98.23,NY,small,JAMESTOWN,14701-5062,1,High,1.8638773121398057e-06,1784322.0,1609548.0
93.0,Community Development,"The mission of the United Way of Rockland is to increase the value and impact of donor contributions through collaborations that advance the common good. Our vision is a community where individuals and families have the skills to achieve a quality education, enough income to support a family and good health.",13-2535262,706281.0,0.08,85.56,UNITED WAY OF ROCKLAND COUNTY,688794.0,88.65,NY,small,NYACK,10960-3115,1,Medium,3.137412387759072e-06,637468.0,637468.0
100.0,Community Development,"United Way of Passaic County envisions a community where every child is ready to succeed in school, every person can meet their most basic needs and everyone can pursue productive and satisfying lives. The organization is committed to creating lasting change - from our Financial Empowerment Zone to our Hunger-Free Communities work. United Way of Passaic County is uniquely positioned to leverage its own health and human services expertise, a powerful base of donors and volunteers, public advocacy and outcome-based funding to help identify and solve chronic community-wide issues within our region.",22-6070498,734649.0,0.09,95.07,UNITED WAY OF PASSAIC COUNTY,536613.0,96.51,NJ,small,NEWARK,07102-5510,1,Medium,2.1458836051273745e-06,1012823.0,932017.0
100.0,Community Development,"United Way of New York City fights poverty throughout the five boroughs. We design and invest in evidence-based programs that ensure that low-income New Yorkers have both a safety net and a springboard to a better life. We rigorously evaluate our work and use lessons learned to advance citywide policies and practices that prevent and alleviate poverty by improving educational outcomes, strengthening financial stability, and promoting healthier lifestyles. Throughout our work, we partner with neighborhood organizations, government, business, foundations, volunteer and others so that collectively we can create change on a scale that no single organization can achieve on its own. We offer individuals and organizations diverse opportunities to give, advocate and volunteer to advance the common good.",13-2617681,64320545.0,0.06,77.69,UNITED WAY OF NEW YORK CITY,62476395.0,84.22,NY,big,NEW YORK,10017-5706,1,High,4.7841042204984704e-08,72077944.0,62707664.0
96.0,Community Development,"Established in the 1950s, United Way of Long Island and its community partners work together to create lasting change in people's lives and in our communities. Our experience tells us that the best way to help people is to bring communities together to tackle primary causes of problems. Here on Long Island, United Way partners with community leaders, businesses, labor unions, government and nonprofits to advance the common good by focusing on: improving access to health care, supporting children and youth, reducing hunger, and assisting neighbors in need. We have distributed more than $250 million to support Long Islanders in need over the years.",11-6042392,16379771.0,0.04,86.49,UNITED WAY OF LONG ISLAND,16457556.0,90.03,NY,big,DEER PARK,11729-5780,1,High,1.85472621953504e-07,16538307.0,16174894.0
