ascore,category,tot_exp,admin_exp_p,fund_eff,fund_exp_p,program_exp_p,leader_comp_p,program_exp,fund_exp,fscore,NAME,tot_rev,subcategory,score,size,EIN,STATUS,impact_score,impact_efficiency,INCOME_AMT,REVENUE_AMT,NTEE_CD,ASSET_AMT,ACCT_PD,PF_FILING_REQ_CD,FILING_REQ_CD,INCOME_CD,ASSET_CD,FOUNDATION,DEDUCTIBILITY,RULING,CLASSIFICATION
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,226095696,1,Low,1.0,,0,,,12,0,2,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,226095699,1,Low,1.0,,0,,,12,0,2,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,261855370,1,Low,1.0,,0,,,12,0,2,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,264805151,1,Low,1.0,,0,,,12,0,1,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,273655188,1,Low,1.0,,0,,,12,0,2,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,371564945,1,Low,1.0,,0,,,12,0,1,0,0,0,0.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,453087286,1,Low,1.0,,0,,,12,0,2,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,453087333,1,Low,1.0,,0,,,12,0,2,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,453126973,1,Low,1.0,,0,,,12,0,2,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,454537392,1,Low,1.0,,0,,,12,0,1,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,455460395,1,Low,1.0,,0,,,12,0,2,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,463295458,1,Low,1.0,,0,,,12,0,1,0,0,0,1.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,760747378,1,Low,1.0,,0,,,12,0,1,0,0,0,1.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,841660122,1,Low,1.0,,0,,,12,0,1,0,0,0,1.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,912082726,1,Low,1.0,,0,,,12,0,2,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,912082727,1,Low,1.0,,0,,,12,0,2,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,912082728,1,Low,2.31e-05,84602.0,43331,,17399.0,12,0,2,3,2,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,912082868,1,Low,1.0,,0,,,12,0,2,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,912082872,1,Low,1.0,,0,,,12,0,1,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,912082885,1,Low,1.0,,0,,,12,0,2,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,912082886,1,Low,1.0,,0,,,12,0,2,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,912082896,1,Low,1.0,,0,,,12,0,2,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,912082900,1,Low,1.0,,0,,,12,0,2,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,912082902,1,Low,1.0,,0,,,12,0,2,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,912158332,1,Low,1.0,,0,,,12,0,2,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,912158334,1,Low,1.0,,0,,,12,0,2,0,0,0,2.0,196111.0,1300.0
89.0,Human and Civil Rights,24828336.0,0.179,0.15,0.086,0.7340000000000001,0.012,18223998.624,2135236.896,66.68,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,24358651.0,Advocacy and Education,75.18,big,912158627,1,Low,1.0,,0,,,12,0,1,0,0,0,2.0,196111.0,1300.0
85.0,"Arts, Culture, Humanities",2572437.0,0.148,0.09,0.093,0.757,0.0179,1947334.809,239236.64100000003,87.38,NASSAU COUNTY MUSEUM OF ART,2428352.0,Museums,86.13,small,112949583,1,High,7.62e-07,4174447.0,3939148,A510,5224924.0,12,0,1,6,7,15,1.0,199403.0,1000.0
89.0,"Arts, Culture, Humanities",5456879.0,0.201,0.16,0.113,0.684,0.0187,3732505.236000001,616627.327,80.78,NANTUCKET HISTORICAL ASSOCIATION,4747445.0,"Libraries, Historical Societies and Landmark Preservation",84.34,mid,46003451,1,High,4.1e-07,8344500.0,7320371,A800,35977336.0,12,0,1,7,8,16,1.0,193406.0,1000.0
96.0,"Arts, Culture, Humanities",2737637.0,0.15,0.18,0.154,0.695,0.0592,1902657.715,421596.098,83.67,NANTUCKET ATHENEUM,2415070.0,"Libraries, Historical Societies and Landmark Preservation",88.11,small,42104412,1,High,1.35e-06,11794879.0,2224543,,19923868.0,6,0,1,8,8,15,1.0,194312.0,3000.0
100.0,Education,19066788.0,0.177,0.08,0.068,0.753,0.0377,14357291.364,1296541.584,91.41,NAF,23084494.0,Youth Education Programs and Services,93.92,big,133480246,1,High,1.78e-07,24359170.0,16809268,B190,22388484.0,12,0,1,8,8,15,1.0,198902.0,1000.0
100.0,Health,6419341.0,0.067,0.3,0.301,0.631,0.0487999999999999,4050604.171,1932221.641,78.74,OVERLOOK FOUNDATION,7462112.0,Treatment and Prevention Services,84.96,mid,510194054,1,High,3.39e-07,23951728.0,8855960,E110,78959500.0,6,0,1,8,9,15,1.0,197904.0,1000.0
97.0,Human and Civil Rights,2691363.0,0.131,0.12,0.124,0.7440000000000001,0.068,2002374.0720000004,333729.012,83.3,OUTRIGHT ACTION INTERNATIONAL,3366265.0,Advocacy and Education,88.0,small,943139952,1,High,9.34e-07,3314411.0,3212134,Z99Z,2583313.0,6,0,1,6,6,15,1.0,199602.0,1000.0
66.0,Human Services,1696558.0,0.077,0.04,0.035,0.887,0.0391,1504846.946,59379.530000000006,89.77,OPEN DOOR MINISTRIES,1684009.0,Homeless Services,74.89,small,43111701,1,Low,1.0,,0,X99Z,,12,0,6,0,0,10,1.0,199603.0,7000.0
66.0,Human Services,1696558.0,0.077,0.04,0.035,0.887,0.0391,1504846.946,59379.530000000006,89.77,OPEN DOOR MINISTRIES,1684009.0,Homeless Services,74.89,small,161585825,1,Low,1.0,,0,,,6,0,6,0,0,10,1.0,199107.0,7000.0
81.0,Religion,7411059.0,0.066,0.09,0.084,0.8490000000000001,0.017,6291989.091000001,622528.956,92.47,PULSE,5176689.0,Religious Activities,85.54,mid,331177339,1,Low,1.0,,0,X30,,12,0,6,0,0,10,1.0,201506.0,7000.0
85.0,"Arts, Culture, Humanities",5987590.0,0.126,0.06,0.055,0.818,0.0209,4897848.62,329317.45,89.08,PROVIDENCE PUBLIC LIBRARY,4748166.0,"Libraries, Historical Societies and Landmark Preservation",86.88,mid,50262713,1,High,6.34e-07,4867939.0,4731804,B700,15355625.0,6,0,1,6,8,15,1.0,191905.0,1000.0
89.0,Human Services,5211826.0,0.144,0.51,0.075,0.78,0.0260999999999999,4065224.28,390886.95,88.0,PROVIDENCE PLACE,4952823.0,Children's and Family Services,88.48,mid,611648572,1,Medium,8.34e-06,239867.0,239867,F22,15414.0,12,0,1,4,2,16,1.0,201201.0,1200.0
89.0,Animals,1206874.0,0.133,0.32,0.145,0.721,0.0109,870156.154,174996.72999999998,81.17,PROVIDENCE ANIMAL RESCUE LEAGUE,1063507.0,"Animal Rights, Welfare, and Services",84.57,small,50262712,1,Medium,2.37e-06,1659860.0,842437,D200,3588593.0,12,0,1,6,6,16,1.0,193805.0,1000.0
100.0,Religion,2478422.0,0.084,0.18,0.1939999999999999,0.72,0.0494,1784463.84,480813.868,83.78,PROJECT MEDSEND,2950174.0,Religious Activities,88.53,small,752470543,1,High,1.24e-06,2414057.0,2414057,B82,1511275.0,6,0,1,6,6,15,1.0,199306.0,1000.0
100.0,International,1141961.0,0.131,0.18,0.186,0.6809999999999999,0.1297,777675.4409999999,212404.74600000004,65.17,PROJECT KESHER,1233350.0,"International Peace, Security, and Affairs",75.37,small,363673594,1,High,2.68e-06,1201960.0,1119311,,71102.0,6,0,1,6,3,15,1.0,199403.0,1000.0
55.0,Human Services,1753469.0,0.102,0.11,0.109,0.787,0.0409999999999999,1379980.103,191128.121,73.2,PROJECT EXTREME,1789259.0,"Youth Development, Shelter, and Crisis Services",62.96,small,364428246,1,High,2.16e-06,1390837.0,1390837,O55,450289.0,12,0,1,6,4,15,1.0,200109.0,1000.0
93.0,Human and Civil Rights,12821177.0,0.149,0.08,0.084,0.7659999999999999,0.0111,9821021.582,1076978.868,82.6,PRIESTS FOR LIFE,13257247.0,Advocacy and Education,86.73,mid,943123315,1,High,2.84e-07,10561243.0,10547640,O42Z,2224171.0,12,0,1,8,6,16,1.0,199601.0,1000.0
92.0,Education,11714371.0,0.083,0.12,0.099,0.816,0.0322,9558926.736,1159722.729,88.48,PREP FOR PREP,15503923.0,Youth Education Programs and Services,90.08,mid,132613383,1,High,3.78e-07,20931202.0,7938509,B110,44294216.0,6,0,1,8,8,15,1.0,196807.0,2000.0
97.0,Human Services,12790295.0,0.0819999999999999,0.02,0.022,0.894,0.0086,11434523.73,281386.49000000005,91.74,PREBLE STREET,12959016.0,Homeless Services,93.78,mid,10418917,1,High,2.5e-07,12242602.0,12012652,P300,12630071.0,6,0,1,8,8,15,1.0,199010.0,1000.0
96.0,"Arts, Culture, Humanities",7220372.0,0.108,0.17,0.1939999999999999,0.696,0.0412,5025378.912,1400752.1679999998,83.36,PORTLAND MUSEUM OF ART,9303223.0,Museums,87.89,mid,10378420,1,High,2.73e-07,25097930.0,10987901,A510,54234572.0,1,0,1,8,9,15,1.0,198306.0,2000.0
85.0,Environment,2404069.0,0.136,0.38,0.071,0.7909999999999999,0.0625,1901618.579,170688.89899999998,90.81,PLANTING FIELDS FOUNDATION,1211449.0,"Botanical Gardens, Parks, and Nature Centers",87.56,small,111770097,1,High,1.7e-06,3809603.0,1764775,C114,25137872.0,12,0,1,6,8,15,1.0,195406.0,2000.0
96.0,Health,22044666.0,0.119,0.14,0.048,0.831,0.0098999999999999,18319117.446,1058143.968,85.39,PLANNED PARENTHOOD OF NORTHERN NEW ENGLAND,25514244.0,Treatment and Prevention Services,89.28,big,30222941,1,High,1.37e-07,22158388.0,21827562,E420,16041788.0,12,0,1,8,8,15,1.0,196908.0,2000.0
89.0,Human and Civil Rights,2197652.0,0.19,0.11,0.105,0.7040000000000001,0.0449,1547147.008,230753.46,73.32,PILNET,3075285.0,Advocacy and Education,79.59,small,205087783,1,High,1.03e-06,2921040.0,2921040,I83,1521354.0,12,0,1,6,6,15,1.0,200611.0,1000.0
96.0,Education,69957149.0,0.17,0.28,0.053,0.775,0.0051,54216790.475,3707728.897,81.71,PERKINS SCHOOL FOR THE BLIND,60322930.0,Special Education,86.76,big,42103616,1,High,4.99e-08,134052100.0,60169860,B280,351258700.0,6,0,1,9,9,11,1.0,196105.0,2000.0
97.0,International,166643317.0,0.081,0.02,0.023,0.895,0.0,149145768.715,3832796.291,87.5,PATHFINDER INTERNATIONAL,161752947.0,Development and Relief Services,90.91,big,530235320,1,High,2.3e-08,139591920.0,130194450,Q300,49505764.0,6,0,1,9,8,15,1.0,195905.0,1800.0
86.0,Human Services,3739289.0,0.1169999999999999,0.12,0.13,0.752,0.0569,2811945.328,486107.57,74.7,PARTNERSHIP FOR THE HOMELESS,3287462.0,Homeless Services,79.55,mid,133732698,1,High,6.81e-07,4530361.0,4405292,L41,3378627.0,6,0,1,6,6,15,1.0,199403.0,1000.0
92.0,International,145464654.0,0.0559999999999999,0.03,0.035,0.908,0.0013,132081905.832,5091262.890000001,90.0,PARTNERS IN HEALTH,129400244.0,Development and Relief Services,90.94,big,10471949,1,Low,1.51e-05,66107.0,66107,E20Z,29307.0,12,0,1,3,3,15,1.0,199212.0,1000.0
96.0,Human and Civil Rights,105443694.0,0.048,0.35,0.336,0.614,0.0016,64742428.116,35429081.184,61.42,PARALYZED VETERANS OF AMERICA,104343743.0,Advocacy and Education,72.57,big,46112881,1,High,2.25e-06,1334165.0,1334165,,854590.0,9,0,1,6,5,15,1.0,195510.0,3000.0
100.0,Animals,12225372.0,0.11,0.05,0.106,0.7829999999999999,0.0324,9572466.276,1295889.432,95.58,PANTHERA CORPORATION,6791361.0,Wildlife Conservation,96.87,mid,204668756,1,High,3.91e-07,10102975.0,7681246,D30,54510350.0,12,0,1,8,9,15,1.0,200608.0,4000.0
89.0,"Arts, Culture, Humanities",20236116.0,0.177,0.21,0.1369999999999999,0.684,0.0364,13841503.344,2772347.8919999995,80.17,THE PALEY CENTER FOR MEDIA,20438025.0,Performing Arts,83.96,big,132805582,1,High,1.76e-07,17882684.0,17061660,A500,117780744.0,12,0,1,8,9,15,1.0,197506.0,2000.0
85.0,"Arts, Culture, Humanities",2561752.0,0.236,0.07,0.061,0.7020000000000001,0.0,1798349.904,156266.872,73.95,PALEONTOLOGICAL RESEARCH INSTITUTION,2637990.0,Museums,78.74,small,150554849,1,High,1.26e-06,2456968.0,2377977,,8366809.0,6,0,1,6,7,16,1.0,195109.0,2800.0
100.0,Animals,3945724.0,0.067,0.15,0.067,0.8640000000000001,0.0394,3409105.5360000003,264363.50800000003,87.5,QUALITY DEER MANAGEMENT ASSOCIATION,3551946.0,Wildlife Conservation,91.16,mid,300886040,1,Low,1.0,,0,D30,,12,0,1,0,0,16,1.0,200212.0,2100.0
100.0,Animals,3945724.0,0.067,0.15,0.067,0.8640000000000001,0.0394,3409105.5360000003,264363.50800000003,87.5,QUALITY DEER MANAGEMENT ASSOCIATION,3551946.0,Wildlife Conservation,91.16,mid,300932254,1,Low,1.0,,0,D30,,12,0,1,0,0,16,1.0,200212.0,2100.0
100.0,Animals,3945724.0,0.067,0.15,0.067,0.8640000000000001,0.0394,3409105.5360000003,264363.50800000003,87.5,QUALITY DEER MANAGEMENT ASSOCIATION,3551946.0,Wildlife Conservation,91.16,mid,371793858,1,Low,1.0,,0,D30,,12,0,1,0,0,16,1.0,200212.0,2100.0
100.0,Animals,3945724.0,0.067,0.15,0.067,0.8640000000000001,0.0394,3409105.5360000003,264363.50800000003,87.5,QUALITY DEER MANAGEMENT ASSOCIATION,3551946.0,Wildlife Conservation,91.16,mid,800127552,1,Low,1.0,,0,D30,,12,0,2,0,0,16,1.0,200212.0,2100.0
100.0,Animals,3945724.0,0.067,0.15,0.067,0.8640000000000001,0.0394,3409105.5360000003,264363.50800000003,87.5,QUALITY DEER MANAGEMENT ASSOCIATION,3551946.0,Wildlife Conservation,91.16,mid,800127553,1,Low,1.0,,0,D30,,12,0,2,0,0,16,1.0,200212.0,2100.0
100.0,Animals,3945724.0,0.067,0.15,0.067,0.8640000000000001,0.0394,3409105.5360000003,264363.50800000003,87.5,QUALITY DEER MANAGEMENT ASSOCIATION,3551946.0,Wildlife Conservation,91.16,mid,800127554,1,Low,1.0,,0,D30,,12,0,2,0,0,16,1.0,200212.0,2100.0
100.0,Animals,3945724.0,0.067,0.15,0.067,0.8640000000000001,0.0394,3409105.5360000003,264363.50800000003,87.5,QUALITY DEER MANAGEMENT ASSOCIATION,3551946.0,Wildlife Conservation,91.16,mid,900183459,1,Low,1.0,,0,,,12,0,2,0,0,16,0.0,200212.0,2100.0
100.0,Animals,3945724.0,0.067,0.15,0.067,0.8640000000000001,0.0394,3409105.5360000003,264363.50800000003,87.5,QUALITY DEER MANAGEMENT ASSOCIATION,3551946.0,Wildlife Conservation,91.16,mid,900183467,1,Low,1.0,,0,,,12,0,2,0,0,16,0.0,200212.0,2100.0
100.0,Animals,3945724.0,0.067,0.15,0.067,0.8640000000000001,0.0394,3409105.5360000003,264363.50800000003,87.5,QUALITY DEER MANAGEMENT ASSOCIATION,3551946.0,Wildlife Conservation,91.16,mid,900221659,1,Low,1.0,,0,D30,,12,0,2,0,0,16,1.0,200212.0,2100.0
100.0,Animals,3945724.0,0.067,0.15,0.067,0.8640000000000001,0.0394,3409105.5360000003,264363.50800000003,87.5,QUALITY DEER MANAGEMENT ASSOCIATION,3551946.0,Wildlife Conservation,91.16,mid,900235916,1,Low,1.0,,0,D30,,12,0,2,0,0,16,1.0,200212.0,2100.0
100.0,Animals,3945724.0,0.067,0.15,0.067,0.8640000000000001,0.0394,3409105.5360000003,264363.50800000003,87.5,QUALITY DEER MANAGEMENT ASSOCIATION,3551946.0,Wildlife Conservation,91.16,mid,900238893,1,Low,1.0,,0,,,12,0,2,0,0,16,1.0,200212.0,2100.0
100.0,Animals,3945724.0,0.067,0.15,0.067,0.8640000000000001,0.0394,3409105.5360000003,264363.50800000003,87.5,QUALITY DEER MANAGEMENT ASSOCIATION,3551946.0,Wildlife Conservation,91.16,mid,900374618,1,Low,1.0,,0,,,12,0,1,0,0,16,1.0,200212.0,2100.0
100.0,Animals,3945724.0,0.067,0.15,0.067,0.8640000000000001,0.0394,3409105.5360000003,264363.50800000003,87.5,QUALITY DEER MANAGEMENT ASSOCIATION,3551946.0,Wildlife Conservation,91.16,mid,900557064,1,Low,1.0,,0,D30,,12,0,2,0,0,16,1.0,200212.0,2100.0
100.0,Animals,3945724.0,0.067,0.15,0.067,0.8640000000000001,0.0394,3409105.5360000003,264363.50800000003,87.5,QUALITY DEER MANAGEMENT ASSOCIATION,3551946.0,Wildlife Conservation,91.16,mid,900897527,1,Low,1.0,,0,D30,,12,0,1,0,0,16,1.0,200212.0,2100.0
100.0,Animals,3945724.0,0.067,0.15,0.067,0.8640000000000001,0.0394,3409105.5360000003,264363.50800000003,87.5,QUALITY DEER MANAGEMENT ASSOCIATION,3551946.0,Wildlife Conservation,91.16,mid,901070593,1,Low,1.0,,0,D30,,12,0,1,0,0,16,1.0,200212.0,2100.0
100.0,Animals,3945724.0,0.067,0.15,0.067,0.8640000000000001,0.0394,3409105.5360000003,264363.50800000003,87.5,QUALITY DEER MANAGEMENT ASSOCIATION,3551946.0,Wildlife Conservation,91.16,mid,901113766,1,Low,1.0,,0,,,12,0,1,0,0,16,1.0,200212.0,2100.0
100.0,Animals,3945724.0,0.067,0.15,0.067,0.8640000000000001,0.0394,3409105.5360000003,264363.50800000003,87.5,QUALITY DEER MANAGEMENT ASSOCIATION,3551946.0,Wildlife Conservation,91.16,mid,901116978,1,Low,1.0,,0,D30,,12,0,1,0,0,16,1.0,200212.0,2100.0
100.0,Animals,3945724.0,0.067,0.15,0.067,0.8640000000000001,0.0394,3409105.5360000003,264363.50800000003,87.5,QUALITY DEER MANAGEMENT ASSOCIATION,3551946.0,Wildlife Conservation,91.16,mid,901118836,1,Low,1.0,,0,D30,,12,0,1,0,0,16,1.0,200212.0,2100.0
100.0,Animals,3945724.0,0.067,0.15,0.067,0.8640000000000001,0.0394,3409105.5360000003,264363.50800000003,87.5,QUALITY DEER MANAGEMENT ASSOCIATION,3551946.0,Wildlife Conservation,91.16,mid,901129545,1,Low,1.0,,0,D30,,12,0,1,0,0,16,1.0,200212.0,2100.0
100.0,Animals,3945724.0,0.067,0.15,0.067,0.8640000000000001,0.0394,3409105.5360000003,264363.50800000003,87.5,QUALITY DEER MANAGEMENT ASSOCIATION,3551946.0,Wildlife Conservation,91.16,mid,901130280,1,Low,1.0,,0,,,12,0,2,0,0,16,1.0,200212.0,2000.0
97.0,Animals,5496791.0,0.13,0.03,0.019,0.85,0.0345,4672272.35,104439.029,97.5,RUFFED GROUSE SOCIETY,5787997.0,Wildlife Conservation,97.23,mid,261905766,1,Low,1.0,,0,,,12,0,1,0,0,16,0.0,198912.0,2000.0
97.0,Animals,5496791.0,0.13,0.03,0.019,0.85,0.0345,4672272.35,104439.029,97.5,RUFFED GROUSE SOCIETY,5787997.0,Wildlife Conservation,97.23,mid,263211825,1,Low,1.0,,0,,,12,0,2,0,0,16,1.0,198912.0,2000.0
97.0,Animals,5496791.0,0.13,0.03,0.019,0.85,0.0345,4672272.35,104439.029,97.5,RUFFED GROUSE SOCIETY,5787997.0,Wildlife Conservation,97.23,mid,275006358,1,Low,1.0,,0,,,12,0,1,0,0,16,1.0,198912.0,2000.0
97.0,Animals,5496791.0,0.13,0.03,0.019,0.85,0.0345,4672272.35,104439.029,97.5,RUFFED GROUSE SOCIETY,5787997.0,Wildlife Conservation,97.23,mid,460766880,1,Low,1.0,,0,,,12,0,2,0,0,16,1.0,198912.0,2000.0
97.0,Animals,5496791.0,0.13,0.03,0.019,0.85,0.0345,4672272.35,104439.029,97.5,RUFFED GROUSE SOCIETY,5787997.0,Wildlife Conservation,97.23,mid,463062929,1,Low,1.0,,0,,,12,0,2,0,0,16,1.0,198912.0,2000.0
97.0,Animals,5496791.0,0.13,0.03,0.019,0.85,0.0345,4672272.35,104439.029,97.5,RUFFED GROUSE SOCIETY,5787997.0,Wildlife Conservation,97.23,mid,464286221,1,Low,1.0,,0,,,12,0,2,0,0,16,1.0,198912.0,2000.0
97.0,Animals,5496791.0,0.13,0.03,0.019,0.85,0.0345,4672272.35,104439.029,97.5,RUFFED GROUSE SOCIETY,5787997.0,Wildlife Conservation,97.23,mid,464295944,1,Low,1.0,,0,,,12,0,2,0,0,16,1.0,198912.0,2000.0
97.0,Animals,5496791.0,0.13,0.03,0.019,0.85,0.0345,4672272.35,104439.029,97.5,RUFFED GROUSE SOCIETY,5787997.0,Wildlife Conservation,97.23,mid,464298384,1,Low,1.0,,0,,,12,0,2,0,0,16,1.0,198912.0,2000.0
97.0,Animals,5496791.0,0.13,0.03,0.019,0.85,0.0345,4672272.35,104439.029,97.5,RUFFED GROUSE SOCIETY,5787997.0,Wildlife Conservation,97.23,mid,521639985,1,Low,1.0,,0,,,12,0,2,0,0,16,1.0,198912.0,2000.0
97.0,Animals,5496791.0,0.13,0.03,0.019,0.85,0.0345,4672272.35,104439.029,97.5,RUFFED GROUSE SOCIETY,5787997.0,Wildlife Conservation,97.23,mid,521639988,1,Low,1.0,,0,,,12,0,2,0,0,16,1.0,198912.0,2000.0
89.0,Human Services,2536743.0,0.126,0.13,0.119,0.753,0.0455999999999999,1910167.479,301872.417,92.05,ROW NEW YORK,3289517.0,"Youth Development, Shelter, and Crisis Services",90.4,small,113632924,1,High,1.4e-06,2210826.0,2140226,N67,1629478.0,12,0,1,6,6,15,1.0,200203.0,2000.0
